MLSNumber,Category,Status,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,YearBuilt,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,AdditionalBankOwned,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHR2038190,RES,Closed,2,2,12/6/24,12/11/24 0:00,1/15/25,1/15/25,"$195,000 ","$195,000 ","$190,000 ",33,,Swan,,Aberdeen,MD,21001,HARFORDMD,SWAN MEADOWS,Curtis C Coon,3023558,Steppingstone Realty Inc,STPN1,(410) 206-8217,Anastasia Marie Zivkovic,3341199,Cummings & Co Realtors,CCRL8,(410) 823-0033,FHA,StandardSale,StandardSale,StandardSale,1527,2024,0.19,TH,FeeSimple,No,No,No,,,,1941,84,816,,3,1,,One,RaisedRanch,Main,,No,,No,"DryerInUnit,WasherInUnit",,5,Yes,No,No,StandardSale,BRIGHT,816,0,,,
MDHR2038162,RES,Closed,24,24,12/5/24,12/28/24 0:00,2/24/25,2/19/25,"$635,000 ","$635,000 ","$632,700 ",986,,Bentgrass,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Betsy E Counts,122772,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,GANESH LAMICHHANE,3337586,"EXP Realty, LLC",EXXP1,(888) 860-7369,Conventional,StandardSale,StandardSale,StandardSale,5065,2024,0.17,R,FeeSimple,No,No,Yes,Monthly,97,Monthly,2020,5,4341,,5,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,UpprFlrLndry,,13,Yes,No,No,StandardSale,BRIGHT,3190,1151,,,90
MDHR2038092,RES,Closed,0,0,12/3/24,11/10/24 0:00,12/3/24,12/3/24,"$185,000 ","$185,000 ","$185,000 ",11,,Swan,,Aberdeen,MD,21001,HARFORDMD,SWAN MEADOWS,NON MEMBER,12345,Non Subscribing Office,NON1,(844) 552-7444,Lindsay Moiles,3112491,Cummings & Co Realtors,CCRL8,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,1986,2024,0.12,R,FeeSimple,No,No,No,,,,1941,84,840,Average,3,2,0,One,Rancher,Main,,No,,No,"DryerInUnit,HasLaundry,MainFlrLndry,WasherInUnit",,7,Yes,No,No,StandardSale,BRIGHT,840,0,Average,,
MDHR2038052,RES,Closed,46,46,12/2/24,12/10/24 0:00,1/31/25,1/31/25,"$179,000 ","$179,000 ","$175,000 ",1,,Defense,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Charles E Hiner,30946,BCH Real Estate Specialist,BCHR1,(410) 939-5055,Jordan Evan Larigan,3302307,VYBE Realty,VYBE1,(410) 220-4648,Conventional,StandardSale,StandardSale,StandardSale,1593,2024,0.12,R,FeeSimple,No,No,No,,,,1941,84,672,,2,1,,One,Rancher,Main,,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,672,0,,,
MDHR2037970,RES,Closed,1,1,11/18/24,11/25/24 0:00,12/13/24,12/13/24,"$160,000 ","$160,000 ","$160,000 ",353,,Carter,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Kelli Stansfield,3223732,EXIT Preferred Realty,EPRL2,(410) 398-9000,kenssy maricela teruel claros,3360736,EXIT Preferred Realty,EPRL2,(410) 398-9000,Cash,StandardSale,StandardSale,StandardSale,2342,2024,0.19,R,FeeSimple,No,No,No,,,,1950,75,918,,3,1,,One,Traditional,Main,,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,918,0,,,
MDHR2037938,RES,Closed,50,50,11/25/24,1/13/25 0:00,3/4/25,2/27/25,"$599,990 ","$599,990 ","$599,990 ",830,,Leni,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Ayorinde Joseph Agbomuserin,3336200,ExecuHome Realty,EXER1,(443) 632-3000,FHA,StandardSale,StandardSale,StandardSale,0,2025,0.16,,FeeSimple,No,No,Yes,Monthly,103,Monthly,2025,0,3631,Excellent,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,2765,866,Excellent,,
MDHR2037912,RES,Closed,56,56,11/25/14,1/19/25 0:00,2/19/25,2/18/25,"$199,990 ","$185,900 ","$175,000 ",519,,Cornell,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Patricia J Patton,19003,CENTURY 21 New Millennium,CREC4,(410) 272-4800,Kathryn Swinson,3333935,"Compass Home Group, LLC",COMPHG1,(443) 360-0086,Conventional,StandardSale,StandardSale,StandardSale,726,2024,0.23,R,FeeSimple,No,No,No,,,,1945,80,576,VeryGood,2,1,0,One,Bungalow,Main,,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,576,0,VeryGood,,
MDHR2037870,RES,Closed,4,4,11/9/24,12/5/24 0:00,1/16/25,1/15/25,"$310,000 ","$310,000 ","$310,000 ",5065,,Bristle Cone,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Mary Bullinger,3099819,"Compass Home Group, LLC",COMPHG1,(443) 360-0086,Vernita K Deitz,29641,Garceau Realty,GARC1,(410) 803-0714,Conventional,StandardSale,StandardSale,StandardSale,2559,2024,0.06,TH,FeeSimple,No,No,Yes,Quarterly,185,Quarterly,2003,22,2024,,3,2,2,Two,Colonial,"Lower1,Main,Upper1",,Yes,,No,"BsmtLaundry,DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1584,440,,,
MDHR2037810,RES,Closed,1,1,11/19/24,11/19/24 0:00,12/19/24,12/19/24,"$625,000 ","$560,000 ","$560,000 ",1337,,Tralee,,Aberdeen,MD,21001,HARFORDMD,WEXFORD,Alita Credell,143720,ExecuHome Realty,EXER1,(443) 632-3000,Unrepresented I Buyer,5511,Unrepresented Buyer Office,UNREP1,(844) 552-7444,FHA,StandardSale,StandardSale,StandardSale,3728,2024,0.15,R,FeeSimple,No,No,Yes,Annually,441,Annually,2005,20,3900,,6,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,2720,1180,,,
MDHR2037760,RES,Closed,36,36,11/16/24,1/6/25 0:00,2/19/25,2/14/25,"$345,000 ","$345,000 ","$345,000 ",889,,Avon,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Patrick J Kane,24730,Coldwell Banker Realty,CBRB42,(410) 515-2000,Sandra L Klein,8362,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Conventional,StandardSale,StandardSale,StandardSale,3480,2024,0.16,R,FeeSimple,No,No,No,,,,1987,38,2362,Excellent,3,1,1,Three,SplitLevel,"Lower1,Upper1",,Yes,,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1532,830,Excellent,,
MDHR2037712,RES,Closed,17,17,11/13/24,11/29/24 0:00,12/19/24,12/19/24,"$399,900 ","$399,900 ","$399,900 ",818,,Maxa,,Aberdeen,MD,21001,HARFORDMD,ADAMS HEIGHTS,Donald Richard Wilson,68105,Town & Country Real Estate,TWNC1,(443) 962-5665,Kathryn D Rash,117154,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE039,(410) 697-8100,Conventional,StandardSale,StandardSale,StandardSale,2893,2024,0.46,R,FeeSimple,No,No,No,,,,1969,56,1536,,3,2,0,Two,Rancher,Main,,Yes,1,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1536,0,,,
MDHR2037656,RES,Closed,27,27,11/13/24,12/14/24 0:00,1/2/25,12/30/24,"$165,000 ","$165,000 ","$168,000 ",63,,Aberdeen,,Aberdeen,MD,21001,HARFORDMD,SWAN MEADOWS,Kimberly R Letschin,102432,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,kenya c byrd,3324045,"Hyatt & Company Real Estate, LLC",HYTCMRE1,(410) 705-6295,Conventional,StandardSale,StandardSale,StandardSale,1590,2024,0.14,R,FeeSimple,No,No,No,,,,1941,84,672,"VeryGood,Good,Average",2,1,,One,Rancher,Main,,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,672,0,"VeryGood,Good,Average",,
MDHR2037604,RES,Closed,26,26,11/11/24,12/6/24 0:00,1/1/25,12/30/24,"$319,999 ","$309,999 ","$303,900 ",623,,Marjorie,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Daniel J. Demers,3233358,Sell Your Home Services,SELLYHS,(877) 893-6566,Kym McDowell,3315278,RE/MAX Components,REMAXPA,(717) 356-2908,Conventional,StandardSale,StandardSale,StandardSale,3473,2024,0.37,R,FeeSimple,No,No,No,,,,1958,67,1539,,2,1,1,Two,Rancher,Main,,Yes,2,No,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1139,400,,100,50
MDHR2037618,RES,Closed,2,2,11/11/24,11/12/24 0:00,3/17/25,3/14/25,"$581,335 ","$581,335 ","$581,335 ",604,,Ocala,,Aberdeen,MD,21001,HARFORDMD,GRACE WOODS,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Travis Q Bancroft,3114230,Fathom Realty,FHOM3,(410) 874-8111,Conventional,StandardSale,StandardSale,StandardSale,0,2025,0.14,,FeeSimple,Yes,No,Yes,Monthly,200,Monthly,2025,0,2582,Excellent,3,3,,Two,Traditional,"Lower1,Main",,Yes,2,,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1726,856,Excellent,,
MDHR2037448,RES,Closed,18,18,11/10/24,11/27/24 0:00,12/28/24,12/27/24,"$304,900 ","$285,000 ","$299,900 ",319,S,Rogers,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Lee E. Eder,26934,American Dream Realty and Management,ADRAM1,(443) 640-0090,Virgil O Watson Sr.,123302,CEVITA Real Estate,CEVIT1,(410) 679-6646,Conventional,StandardSale,StandardSale,StandardSale,3058,2024,0.21,R,FeeSimple,No,No,No,,,,1946,79,1164,,3,1,1,Three,Rancher,Main,,Yes,1,Yes,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1164,0,,,
MDHR2037598,RES,Closed,36,144,11/10/24,12/14/24 0:00,1/9/25,1/6/25,"$700,000 ","$700,000 ","$695,000 ",3850,W,Chapel,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Kimberly R Letschin,102432,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Tracey L Simms,3012212,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Conventional,StandardSale,StandardSale,StandardSale,5174,2024,7.13,,FeeSimple,No,No,No,,,,1800,225,2200,"Excellent,VeryGood,Good",4,2,,Four,"Colonial,Federal","Main,Upper1",,Yes,4,Yes,"HasLaundry,MainFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,2200,0,"Excellent,VeryGood,Good",,
MDHR2037502,RES,Closed,5,5,11/4/24,11/14/24 0:00,12/30/24,12/30/24,"$290,000 ","$295,000 ","$295,000 ",233,,Woodland Green,,Aberdeen,MD,21001,HARFORDMD,WOODLAND MANOR,Gregory A Cullison Jr.,3087244,"EXP Realty, LLC",EXXP8,(888) 860-7369,Charmaine Nicola Wellington,3366819,Living In Style Real Estate,LVSY1,(240) 293-6733,Conventional,StandardSale,StandardSale,StandardSale,3486,2024,0.06,TH,FeeSimple,No,No,Yes,Monthly,52,Monthly,2000,25,1872,VeryGood,3,2,1,Three,Colonial,"Main,Upper1",,Yes,,No,,,9,Yes,No,No,StandardSale,BRIGHT,1872,0,VeryGood,,
MDHR2037476,RES,Closed,3,3,11/1/24,1/4/25 0:00,2/19/25,2/18/25,"$295,000 ","$295,000 ","$185,000 ",361,,Stratford,,Aberdeen,MD,21001,HARFORDMD,HILLSDALE,Patrick J Kane,24730,Coldwell Banker Realty,CBRB42,(410) 515-2000,Andrew Johns III,3027331,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Cash,StandardSale,StandardSale,StandardSale,4035,2024,0.13,R,FeeSimple,No,No,No,,,,1986,39,1890,Good,4,2,,Two,Colonial,"Lower1,Main",,Yes,,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1080,810,Good,,
MDHR2037332,RES,Closed,43,43,11/1/24,1/1/25 0:00,2/10/25,2/7/25,"$564,987 ","$547,987 ","$548,000 ",1605,,Perryman,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Daniel J Khoshtinat,92609,RE/MAX Leading Edge,RMLE3,(410) 721-9600,Aaron L McKee,3235603,Cummings & Co. Realtors,CCRL14,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,4647,2024,1.39,R,FeeSimple,No,No,No,,,,1956,69,2682,Excellent,4,2,1,Three,CapeCod,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,2682,0,Excellent,,
MDHR2037256,RES,Closed,72,72,10/30/24,1/14/25 0:00,2/25/25,2/25/25,"$230,000 ","$230,000 ","$225,000 ",28,,New County,,Aberdeen,MD,21001,HARFORDMD,OSBORN TRACK,Angelica D Gonzalez,64805,"Smart Realty, LLC",CMAR1,(301) 445-1395,Alexandra I Burrell-Hodges,124219,Cottage Street Realty LLC,CTST1,(703) 242-0005,Conventional,StandardSale,StandardSale,StandardSale,2021,2024,0.1,R,FeeSimple,No,No,No,,,,1917,108,1056,VeryGood,3,2,0,Three,Traditional,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,StandardSale,BRIGHT,1056,0,VeryGood,,
MDHR2036852,RES,Closed,0,0,10/30/24,10/14/24 0:00,10/30/24,10/30/24,"$97,000 ","$97,000 ","$97,000 ",606,,Southgate,,Aberdeen,MD,21001,HARFORDMD,RAMSGATE ESTATES,NON MEMBER,12345,Non Subscribing Office,NON1,(844) 552-7444,Jamie B Rassi,50822,Cummings & Co Realtors,CCRL8,(410) 823-0033,Cash,StandardSale,StandardSale,StandardSale,4034,2024,0.61,R,FeeSimple,No,No,No,,,,1962,63,1616,,3,2,,Two,Rancher,Main,,Yes,1,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1616,0,,,
MDHR2037074,RES,Closed,33,33,10/23/24,12/22/24 0:00,1/15/25,1/15/25,"$285,000 ","$269,900 ","$225,000 ",362,,Stratford,,Aberdeen,MD,21001,HARFORDMD,HILLSDALE,Steven J Thayer,135406,Northrop Realty,NRP10,(410) 770-2910,Unrepresented I Buyer,5511,Unrepresented Buyer Office,UNREP1,(844) 552-7444,Cash,StandardSale,StandardSale,StandardSale,3256,2024,0.13,R,FeeSimple,No,No,No,,,,1986,39,1532,Good,3,2,,Two,Traditional,"Lower1,Upper1",,Yes,,Yes,"BsmtLaundry,DryerInUnit,HasLaundry,LowFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1532,0,Good,,
MDHR2037222,RES,Closed,12,12,10/29/24,11/12/24 0:00,12/6/24,12/6/24,"$325,000 ","$325,000 ","$325,000 ",522,S,Law,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Robert Bollack,3099758,Cummings & Co Realtors,CCRL8,(410) 823-0033,Karolina Stasiukiewicz,3060557,Cummings & Co Realtors,CCRL8,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,2815,2024,0.15,R,FeeSimple,No,No,No,,,,1952,73,1283,,3,2,,One,Rancher,Main,,No,1,No,,,,Yes,No,No,StandardSale,BRIGHT,1283,0,,,
MDHR2037168,RES,Closed,8,8,10/27/24,11/4/24 0:00,11/27/24,11/26/24,"$385,000 ","$385,000 ","$385,000 ",1430,,Old Stepney,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,William Heath,71516,Remax Vision,RXVS1,(410) 287-3629,Harrison Greenough,3293033,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE036,(410) 732-3030,Conventional,StandardSale,StandardSale,StandardSale,2091,2024,0.55,R,FeeSimple,No,No,No,,,,1970,55,1056,,3,2,,Two,Rancher,Main,,Yes,2,No,,,,Yes,No,No,StandardSale,BRIGHT,1056,0,,,
MDHR2037120,RES,Closed,28,28,10/18/24,11/25/24 0:00,1/9/25,1/8/25,"$1,100,000 ","$1,100,000 ","$1,050,000 ",1928,,Park Beach,,Aberdeen,MD,21001,HARFORDMD,FOREST GREENS,Catina Fair,3268794,Northrop Realty,NRP16,(302) 703-1144,John J Burke,101263,Gunther-McClary Real Estate,GCR1,(410) 275-2118,Conventional,StandardSale,StandardSale,StandardSale,5721,2024,0.52,R,FeeSimple,No,No,No,,,,1935,90,3358,Excellent,4,3,1,Two,Traditional,"Main,Upper1",,Yes,2,Yes,"DryerInUnit,HasLaundry,MainFlrLndry,UpprFlrLndry,WasherInUnit",,,Yes,Yes,No,StandardSale,BRIGHT,3358,0,Excellent,,
MDHR2037076,RES,Closed,19,19,10/24/24,11/13/24 0:00,12/13/24,12/12/24,"$340,000 ","$340,000 ","$310,000 ",5013,,Bristle Cone,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Leah Zeman,3055450,Integrity Real Estate,RMAX24,(410) 287-8080,Heather A Schafer Adkins,34153,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Conventional,StandardSale,StandardSale,StandardSale,2183,2018,0.06,103,FeeSimple,No,No,Yes,Quarterly,185,Quarterly,2004,21,1856,Excellent,3,1,2,Three,Traditional,"Lower1,Main,Upper1",,Yes,,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1456,400,Excellent,,
MDHR2037068,RES,Closed,41,41,10/24/24,11/19/24 0:00,12/4/24,12/4/24,"$119,000 ","$119,000 ","$119,000 ",1909,,Bennett,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Thomas S Hennerty,3098287,"NetRealtyNow.com, LLC",NRN2,(703) 581-8605,NON MEMBER,12345,Non Subscribing Office,NON1,(844) 552-7444,Conventional,StandardSale,StandardSale,StandardSale,0,2024,,,Other,No,No,No,,,,1980,45,1980,,3,2,,One,Rancher,Main,,No,,,,,,Yes,No,No,StandardSale,BRIGHT,1980,,,,
MDHR2037020,RES,Closed,9,9,10/17/24,10/31/24 0:00,12/13/24,12/13/24,"$378,000 ","$378,000 ","$383,000 ",1230,,Gaston,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Gregory A Cullison Jr.,3087244,"EXP Realty, LLC",EXXP8,(888) 860-7369,Wanda Gail Foster,3001277,CENTURY 21 New Millennium,CREC4,(410) 272-4800,Conventional,StandardSale,StandardSale,StandardSale,3211,2024,0.08,TH,FeeSimple,No,No,Yes,Monthly,93,Monthly,2020,5,2020,Excellent,3,2,2,Three,Colonial,"Main,Upper1,Upper2",,No,1,No,UpprFlrLndry,,10,Yes,No,No,StandardSale,BRIGHT,2020,0,Excellent,,
MDHR2037032,RES,Closed,8,8,10/23/24,12/23/24 0:00,1/24/25,1/24/25,"$380,000 ","$380,000 ","$400,000 ",717,,Paul,,Aberdeen,MD,21001,HARFORDMD,ROYAL EXCHANGE,Lee R. Tessier,132177,"EXP Realty, LLC",EXPB1,(410) 638-9555,Manuel O Reyes Jr.,3311252,Samson Properties,SAMP32,(443) 343-7660,VA,StandardSale,StandardSale,StandardSale,4612,2024,0.35,R,FeeSimple,No,No,No,,,,1986,39,2089,"Excellent,VeryGood,Good",4,2,0,Two,Rancher,"Lower1,Main",,Yes,2,Yes,"BsmtLaundry,LowFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,1194,895,"Excellent,VeryGood,Good",100,74.96
MDHR2036994,RES,Closed,5,5,10/21/24,11/11/24 0:00,12/20/24,12/20/24,"$325,000 ","$325,000 ","$335,000 ",431,,Holiday,,Aberdeen,MD,21001,HARFORDMD,HILLCREST MANOR,Melissa M Wright,3109003,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Mark T Lyons,3068824,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Conventional,StandardSale,StandardSale,StandardSale,3796,2024,0.36,R,FeeSimple,No,No,No,,,,1966,59,1960,,4,2,1,Two,Rancher,"Lower1,Main",,Yes,1,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1310,650,,,
MDHR2037008,RES,Closed,4,4,10/22/24,10/25/24 0:00,12/30/24,12/23/24,"$394,990 ","$399,990 ","$399,990 ",907,,Playfair Terrace,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Non Member,9999,"Metropolitan Regional Information Systems, Inc.",MRIS1,(301) 838-7200,Conventional,StandardSale,StandardSale,StandardSale,0,2024,0.05,,FeeSimple,No,No,Yes,Monthly,135,Monthly,2024,1,2144,Excellent,4,3,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,1,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,2144,,Excellent,,
MDHR2037004,RES,Closed,53,53,10/22/24,12/13/24 0:00,2/10/25,2/5/25,"$444,990 ","$447,585 ","$447,585 ",912,,Poppy,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN OVERLOOK,Tineshia R. Johnson,3294014,"NVR Services, Inc.",NVRS1,(703) 955-4875,Wondra Faye Mack,3301290,Coldwell Banker Realty,CBRB30,(410) 721-0103,VA,StandardSale,StandardSale,StandardSale,0,2025,0.05,,FeeSimple,No,No,Yes,Monthly,135,Monthly,2025,0,2196,Excellent,3,2,2,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,,UpprFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,2196,,Excellent,,
MDHR2036986,RES,Closed,25,25,10/21/24,11/15/24 0:00,12/13/24,12/13/24,"$430,000 ","$419,500 ","$430,000 ",592,,Heathland,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Elvira Burkhead,3019892,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Ryan Jones,3029589,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,FHA,StandardSale,StandardSale,StandardSale,3528,2024,0.1,TH,FeeSimple,No,No,Yes,Monthly,93,Monthly,2015,10,2504,,4,3,1,Three,Villa,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1904,600,,,
MDHR2036942,RES,Closed,25,37,10/21/24,11/13/24 0:00,12/9/24,12/9/24,"$419,000 ","$419,000 ","$430,000 ",707,,Elizabeth,,Aberdeen,MD,21001,HARFORDMD,ROYAL EXCHANGE,Margaret M Smith,69431,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Alexandra Ray Vincent,3344644,Next Step Realty,NXSR1,(443) 901-2200,FHA,StandardSale,StandardSale,StandardSale,2510,2024,0.4,,FeeSimple,No,No,No,,,,1987,38,2564,VeryGood,3,2,1,Four,SplitLevel,"Lower1,Lower2,Main,Upper1",,Yes,1,No,"DryerInUnit,LowFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1728,836,VeryGood,,
MDHR2036908,RES,Closed,32,32,10/19/24,11/18/24 0:00,11/30/24,11/25/24,"$18,950 ","$18,950 ","$15,000 ",223,,Poclain,,Aberdeen,MD,21001,HARFORDMD,BUSH RIVER MANOR,Steven K Warfield,24807,The Warfield Realty Group,TWRG1,(410) 879-6109,Unrepresented I Buyer,5511,Unrepresented Buyer Office,UNREP1,(844) 552-7444,Cash,StandardSale,StandardSale,StandardSale,1,2024,0,,GroundRent,No,No,No,,,,1993,32,975,,2,2,,One,PreFabricated,Main,,No,,,,,,No,No,No,StandardSale,BRIGHT,975,,,,
MDHR2036910,RES,Closed,20,20,10/19/24,11/29/24 0:00,1/5/25,12/23/24,"$349,990 ","$349,990 ","$385,000 ",373,,Stratford,,Aberdeen,MD,21001,HARFORDMD,HILLSDALE,Andrew Johns III,3027331,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Mecca A Lewis-Shakur,3239435,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,VA,StandardSale,StandardSale,StandardSale,3913,2024,0.13,R,FeeSimple,No,No,No,,,,1986,39,1890,Excellent,5,2,0,Two,SplitFoyer,"Lower1,Main",,Yes,,Yes,"BsmtLaundry,DryerInUnit,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1080,810,Excellent,,
MDHR2035162,RES,Closed,0,0,8/30/24,10/1/24 0:00,10/18/24,10/18/24,"$305,000 ","$305,000 ","$305,000 ",611,,Colaine,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,NON MEMBER,12345,Non Subscribing Office,NON1,(844) 552-7444,Lauren Marchitelli,3322280,Cummings & Co Realtors,CCRL8,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,3075,2024,0.47,R,FeeSimple,No,No,No,,,,1954,71,1924,Excellent,3,2,,Two,Rancher,"Lower1,Main",,Yes,2,Yes,"DryerInUnit,HasLaundry,LowFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,962,962,Excellent,100,100
MDHR2036882,RES,Closed,3,157,10/18/24,10/20/24 0:00,12/3/24,12/3/24,"$289,900 ","$289,900 ","$295,000 ",834,,Gilbert,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Christopher Patrick Reilley,3271417,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Don D Kim,106082,Pacific Realty,PAF1,(703) 266-3828,Cash,StandardSale,StandardSale,StandardSale,2495,2024,0.97,R,FeeSimple,No,No,No,,,,1958,67,1098,,2,1,0,One,Rancher,Main,,Yes,,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1098,0,,,
MDHR2036840,RES,Closed,9,9,10/8/24,10/26/24 0:00,11/27/24,11/27/24,"$399,999 ","$399,999 ","$350,000 ",4600,,Old Philadelphia,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,KEVIN YOUNG,3091281,Young & Co. Realty,YOUNGC1,(410) 905-1029,Serafin W Buendia,24290,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Conventional,StandardSale,StandardSale,StandardSale,2492,2024,2.43,R,FeeSimple,No,No,No,,,,1936,89,1428,,3,2,1,Two,Cottage,"Lower1,Main,Upper1",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1428,0,,,
MDHR2036804,RES,Closed,8,8,10/15/24,11/14/24 0:00,12/10/24,12/9/24,"$340,000 ","$340,000 ","$345,000 ",346,,Stratford,,Aberdeen,MD,21001,HARFORDMD,HILLSDALE,Kimberly R Letschin,102432,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Heather A Santos,144080,RE/MAX Components,REGR3,(410) 893-1199,FHA,StandardSale,StandardSale,StandardSale,3914,2024,0.13,E,FeeSimple,No,No,No,,,,1986,39,1890,"Excellent,VeryGood,Good",4,2,1,Two,SplitFoyer,"Lower1,Main",,Yes,,No,HasLaundry,,,Yes,No,No,StandardSale,BRIGHT,1080,810,"Excellent,VeryGood,Good",,
